job_title,experience_years,education_level,skills_count,industry,company_size,location,remote_work,certifications,salary,experience_level
Business Analyst,2,diploma,19,Consulting,Small,Netherlands,1,0,80075,Fresher
Data Scientist,20,high school,15,Telecom,Small,USA,1,2,192884,Senior
Cloud Engineer,15,phd,7,Technology,Enterprise,Germany,,1,220004,Senior
Frontend Developer,17,phd,18,Education,Medium,Canada,1,3,198719,Senior
Backend Developer,19,phd,3,Healthcare,Large,India,,4,127909,Senior
DevOps Engineer,20,high school,3,Government,Small,Australia,0,5,134331,Senior
Cybersecurity Analyst,13,diploma,4,Media,Medium,UK,,1,138848,Senior
Product Manager,7,master,10,Retail,Medium,Canada,,1,173599,Mid
Business Analyst,6,high school,4,Telecom,Large,Canada,1,2,112629,Mid
Cybersecurity Analyst,8,high school,16,Media,Medium,Germany,1,4,139158,Mid
Cybersecurity Analyst,19,high school,4,Technology,Startup,UK,1,0,149353,Senior
Data Analyst,6,diploma,5,Technology,Startup,UK,0,3,91274,Mid
Cybersecurity Analyst,20,diploma,3,Telecom,Large,Australia,1,2,165722,Senior
Cloud Engineer,12,bachelor,9,Education,Small,Canada,0,3,157755,Senior
Product Manager,10,phd,5,Manufacturing,Enterprise,Remote,0,5,201210,Mid
Data Scientist,5,high school,8,Education,Medium,Netherlands,,2,105511,Junior
Business Analyst,16,master,14,Consulting,Large,Sweden,,4,148899,Senior
Cloud Engineer,19,master,13,Telecom,Medium,Canada,0,0,196006,Senior
Product Manager,14,bachelor,15,Healthcare,Small,Sweden,,5,154461,Senior
Product Manager,4,bachelor,12,Consulting,Large,Canada,,3,169802,Junior
DevOps Engineer,2,diploma,9,Media,Medium,Canada,,3,140206,Fresher
Cloud Engineer,9,high school,6,Technology,Small,Canada,0,2,130299,Mid
Product Manager,11,high school,11,Healthcare,Medium,Canada,,5,159775,Senior
Software Engineer,15,phd,16,Retail,Small,Sweden,1,0,156740,Senior
Machine Learning Engineer,15,phd,13,Manufacturing,Large,Sweden,,4,205717,Senior
Frontend Developer,2,diploma,18,Retail,Startup,Australia,0,1,78328,Fresher
Backend Developer,12,bachelor,9,Finance,Medium,Remote,,0,122120,Senior
Machine Learning Engineer,2,master,2,Manufacturing,Small,Sweden,,5,135883,Fresher
Cloud Engineer,19,diploma,1,Retail,Enterprise,Sweden,,1,167813,Senior
Business Analyst,19,bachelor,6,Media,Startup,Sweden,,2,121129,Senior
DevOps Engineer,19,master,6,Telecom,Startup,Singapore,,0,145979,Senior
Product Manager,11,phd,14,Consulting,Enterprise,Australia,0,0,194534,Senior
Backend Developer,2,bachelor,11,Media,Small,Singapore,1,0,97095,Fresher
Software Engineer,20,phd,11,Media,Enterprise,UK,0,0,233031,Senior
Cloud Engineer,14,phd,17,Finance,Small,Singapore,1,0,163957,Senior
Backend Developer,1,diploma,6,Manufacturing,Small,Canada,,0,107126,Fresher
Business Analyst,5,master,15,Retail,Medium,Sweden,1,2,118737,Junior
Product Manager,20,master,5,Media,Startup,Remote,,5,156696,Senior
DevOps Engineer,0,high school,3,Telecom,Large,Singapore,1,5,107016,
Cloud Engineer,0,bachelor,10,Government,Enterprise,Sweden,,1,127580,
Data Scientist,1,diploma,6,Education,Small,UK,,5,113163,Fresher
Data Analyst,14,high school,15,Finance,Enterprise,Singapore,0,3,133726,Senior
Product Manager,4,bachelor,16,Government,Large,UK,1,1,170479,Junior
Cloud Engineer,7,phd,13,Technology,Enterprise,Singapore,0,3,193491,Mid
Cybersecurity Analyst,16,bachelor,12,Healthcare,Enterprise,Sweden,1,2,181649,Senior
Product Manager,1,phd,15,Media,Startup,Sweden,,2,125718,Fresher
Product Manager,8,bachelor,12,Government,Enterprise,Sweden,1,4,170198,Mid
Cybersecurity Analyst,12,diploma,9,Healthcare,Enterprise,Germany,1,2,175117,Senior
Cybersecurity Analyst,0,master,10,Telecom,Medium,Canada,0,1,143259,
Machine Learning Engineer,4,master,2,Telecom,Startup,UK,,4,139568,Junior
Business Analyst,11,diploma,8,Government,Large,USA,0,5,155828,Senior
AI Engineer,8,bachelor,11,Retail,Large,Australia,,3,173156,Mid
Business Analyst,17,phd,19,Government,Enterprise,Australia,0,1,184870,Senior
Data Analyst,19,diploma,18,Education,Enterprise,Germany,,1,172143,Senior
Business Analyst,4,phd,19,Media,Enterprise,UK,0,1,162131,Junior
Backend Developer,11,high school,7,Technology,Startup,Australia,1,3,108410,Senior
Data Analyst,17,high school,6,Media,Medium,UK,0,4,134003,Senior
Data Scientist,20,master,14,Consulting,Large,USA,0,3,243454,Senior
Data Analyst,3,master,4,Education,Small,Canada,1,2,106221,Junior
Product Manager,9,diploma,4,Education,Large,USA,0,1,185528,Mid
Backend Developer,8,phd,13,Technology,Small,Netherlands,1,2,134811,Mid
Business Analyst,1,high school,18,Education,Medium,India,0,4,56452,Fresher
Cybersecurity Analyst,2,bachelor,11,Media,Large,India,1,2,86962,Fresher
Backend Developer,7,phd,7,Education,Enterprise,Germany,,2,178537,Mid
DevOps Engineer,2,high school,11,Telecom,Large,UK,0,2,130631,Fresher
Frontend Developer,20,phd,2,Technology,Small,Sweden,,3,147818,Senior
Backend Developer,20,high school,2,Media,Startup,Germany,1,1,129055,Senior
Product Manager,8,diploma,17,Consulting,Small,Sweden,0,0,124668,Mid
Machine Learning Engineer,9,phd,11,Telecom,Small,Remote,0,3,159177,Mid
Data Analyst,2,bachelor,19,Technology,Medium,India,,4,65582,Fresher
DevOps Engineer,17,high school,8,Finance,Small,UK,,4,160199,Senior
DevOps Engineer,14,master,1,Education,Enterprise,India,,5,124988,Senior
DevOps Engineer,6,diploma,1,Government,Large,Sweden,0,4,125996,Mid
Software Engineer,9,bachelor,3,Consulting,Enterprise,Germany,1,5,165912,Mid
Frontend Developer,4,bachelor,8,Telecom,Small,Australia,1,3,91388,Junior
Cybersecurity Analyst,17,high school,4,Manufacturing,Medium,Canada,1,3,171004,Senior
Business Analyst,11,phd,18,Technology,Enterprise,Remote,1,1,172509,Senior
Business Analyst,18,phd,17,Finance,Large,Remote,,5,176384,Senior
DevOps Engineer,6,bachelor,15,Education,Medium,Canada,,5,169411,Mid
Data Analyst,2,master,14,Consulting,Enterprise,Netherlands,0,5,125608,Fresher
Software Engineer,2,high school,14,Consulting,Enterprise,USA,1,2,153221,Fresher
DevOps Engineer,3,bachelor,14,Government,Enterprise,Netherlands,1,4,151012,Junior
DevOps Engineer,4,master,14,Telecom,Enterprise,Sweden,,0,150901,Junior
Backend Developer,10,bachelor,7,Consulting,Medium,India,,0,76250,Mid
Machine Learning Engineer,14,bachelor,18,Media,Medium,Canada,1,1,194869,Senior
Software Engineer,14,bachelor,12,Technology,Large,USA,,3,206857,Senior
Data Analyst,20,bachelor,11,Education,Enterprise,UK,0,3,180246,Senior
Business Analyst,10,master,19,Media,Small,Sweden,1,3,113663,Mid
Product Manager,10,bachelor,8,Consulting,Enterprise,Canada,0,0,201842,Mid
Machine Learning Engineer,7,high school,15,Retail,Startup,Remote,,0,111446,Mid
Cybersecurity Analyst,17,diploma,2,Media,Medium,Remote,0,1,133187,Senior
Product Manager,3,phd,5,Retail,Medium,UK,0,0,153003,Junior
Cloud Engineer,2,diploma,15,Technology,Enterprise,Netherlands,,3,144422,Fresher
Frontend Developer,10,phd,3,Consulting,Small,Remote,1,0,130490,Mid
Business Analyst,18,phd,10,Education,Medium,UK,1,4,170621,Senior
Cybersecurity Analyst,2,diploma,18,Retail,Medium,Canada,0,3,130359,Fresher
Backend Developer,18,diploma,12,Government,Startup,Netherlands,1,3,130405,Senior
AI Engineer,19,diploma,7,Healthcare,Enterprise,Singapore,,4,220516,Senior
Data Analyst,11,diploma,19,Technology,Large,Canada,1,0,158107,Senior
Software Engineer,20,diploma,10,Manufacturing,Enterprise,UK,,2,195749,Senior
Cybersecurity Analyst,3,high school,13,Government,Large,Australia,0,2,112623,Junior
Cloud Engineer,13,phd,11,Government,Small,India,1,1,108452,Senior
Machine Learning Engineer,5,phd,15,Manufacturing,Small,Singapore,0,3,148417,Junior
DevOps Engineer,2,master,6,Finance,Startup,Australia,0,4,115363,Fresher
AI Engineer,5,diploma,14,Retail,Enterprise,Canada,0,0,193969,Junior
Cybersecurity Analyst,7,master,7,Government,Small,Remote,,0,130795,Mid
Machine Learning Engineer,18,diploma,12,Education,Medium,UK,,2,189307,Senior
Machine Learning Engineer,12,diploma,14,Manufacturing,Small,Canada,,2,171227,Senior
Machine Learning Engineer,6,diploma,9,Education,Small,Singapore,1,5,126327,Mid
Machine Learning Engineer,15,bachelor,1,Government,Small,Canada,,0,154198,Senior
Machine Learning Engineer,2,master,13,Finance,Enterprise,UK,,4,194374,Fresher
AI Engineer,13,diploma,10,Manufacturing,Medium,Canada,,3,181187,Senior
Product Manager,8,bachelor,19,Government,Medium,UK,1,4,173061,Mid
Data Analyst,0,bachelor,11,Government,Large,Sweden,0,0,83675,
DevOps Engineer,7,diploma,6,Government,Medium,India,,4,88505,Mid
Business Analyst,12,master,14,Media,Large,Singapore,0,0,134321,Senior
Software Engineer,5,master,1,Education,Small,Sweden,0,1,111710,Junior
Cybersecurity Analyst,1,bachelor,11,Government,Large,India,0,1,87277,Fresher
Machine Learning Engineer,13,diploma,10,Telecom,Small,Australia,1,1,147426,Senior
Software Engineer,1,bachelor,7,Finance,Large,Germany,1,5,139833,Fresher
Cybersecurity Analyst,3,high school,13,Finance,Medium,Singapore,,5,104715,Junior
Software Engineer,7,bachelor,10,Finance,Startup,UK,,5,116883,Mid
Product Manager,16,diploma,19,Technology,Startup,India,0,5,102228,Senior
Frontend Developer,15,bachelor,6,Manufacturing,Small,Canada,0,4,146871,Senior
Backend Developer,15,diploma,13,Government,Enterprise,Sweden,,0,156498,Senior
Cloud Engineer,15,diploma,12,Finance,Enterprise,Singapore,0,3,165130,Senior
Business Analyst,1,master,19,Finance,Large,Netherlands,1,4,124469,Fresher
Business Analyst,5,bachelor,9,Education,Startup,Australia,0,3,98241,Junior
Machine Learning Engineer,19,phd,7,Manufacturing,Enterprise,India,0,1,157684,Senior
Cybersecurity Analyst,12,high school,13,Finance,Small,Singapore,,0,119346,Senior
Data Scientist,12,diploma,7,Finance,Small,Sweden,,1,130909,Senior
Software Engineer,8,diploma,9,Finance,Small,Remote,,2,107358,Mid
AI Engineer,10,diploma,10,Media,Small,Singapore,,5,152829,Mid
Data Analyst,3,phd,19,Manufacturing,Enterprise,Singapore,1,5,153004,Junior
Backend Developer,19,master,6,Government,Large,Canada,,4,207709,Senior
Product Manager,17,diploma,11,Media,Enterprise,UK,0,5,218115,Senior
Data Scientist,11,bachelor,11,Media,Startup,Sweden,0,5,126318,Senior
Frontend Developer,18,bachelor,15,Retail,Medium,Australia,0,3,145710,Senior
Software Engineer,1,master,7,Media,Medium,India,0,2,87840,Fresher
Cloud Engineer,13,phd,5,Retail,Large,Australia,1,3,178790,Senior
DevOps Engineer,4,diploma,7,Telecom,Startup,Germany,1,0,111985,Junior
AI Engineer,1,phd,17,Telecom,Enterprise,Sweden,,3,193290,Fresher
Product Manager,13,master,4,Retail,Small,Sweden,0,5,142156,Senior
Cloud Engineer,3,master,5,Media,Enterprise,India,,5,107317,Junior
Backend Developer,8,high school,13,Retail,Medium,India,0,1,75948,Mid
Product Manager,16,high school,10,Manufacturing,Enterprise,Canada,1,3,215299,Senior
DevOps Engineer,9,phd,13,Education,Small,UK,0,4,172310,Mid
Backend Developer,4,phd,15,Media,Large,India,0,3,105884,Junior
Cloud Engineer,12,bachelor,3,Education,Medium,Canada,0,5,168507,Senior
Product Manager,4,master,17,Healthcare,Large,Singapore,0,0,142765,Junior
Data Analyst,12,bachelor,15,Manufacturing,Small,India,0,2,74971,Senior
Cybersecurity Analyst,9,master,12,Technology,Enterprise,Remote,1,5,182819,Mid
Product Manager,12,phd,8,Finance,Startup,Canada,0,1,178227,Senior
Frontend Developer,0,phd,16,Consulting,Enterprise,Sweden,0,1,133150,
Product Manager,6,master,14,Telecom,Enterprise,Canada,0,5,213725,Mid
Product Manager,7,bachelor,18,Retail,Large,Germany,1,2,183490,Mid
Data Scientist,5,high school,4,Media,Medium,Netherlands,1,5,119199,Junior
Product Manager,20,phd,13,Consulting,Medium,Remote,0,1,184329,Senior
Product Manager,15,bachelor,4,Consulting,Large,Netherlands,1,5,180840,Senior
Data Scientist,10,diploma,13,Healthcare,Large,Netherlands,1,4,150544,Mid
Data Analyst,5,master,7,Technology,Large,Germany,,1,119098,Junior
Business Analyst,2,high school,10,Retail,Small,Netherlands,0,2,74754,Fresher
Data Analyst,16,phd,15,Finance,Medium,Germany,1,4,171759,Senior
AI Engineer,15,master,12,Technology,Large,Remote,,0,198980,Senior
DevOps Engineer,13,master,1,Telecom,Medium,Netherlands,1,4,154893,Senior
Product Manager,6,diploma,1,Healthcare,Enterprise,Singapore,,1,135407,Mid
Cloud Engineer,9,bachelor,16,Media,Enterprise,Canada,0,2,196553,Mid
Business Analyst,8,diploma,3,Telecom,Startup,Singapore,,0,77251,Mid
Product Manager,0,bachelor,16,Finance,Large,India,1,4,102917,
Backend Developer,15,master,2,Technology,Small,Netherlands,1,1,130135,Senior
AI Engineer,12,diploma,1,Media,Startup,Canada,,3,157833,Senior
Frontend Developer,8,diploma,10,Manufacturing,Large,Netherlands,,3,123490,Mid
Cloud Engineer,17,diploma,13,Finance,Startup,Singapore,1,2,140713,Senior
Backend Developer,14,phd,3,Media,Large,UK,,0,190455,Senior
Frontend Developer,16,master,2,Education,Large,Remote,1,3,161284,Senior
Product Manager,3,master,4,Manufacturing,Small,Sweden,0,1,122753,Junior
Cybersecurity Analyst,18,master,14,Media,Enterprise,India,,2,142693,Senior
Cloud Engineer,9,diploma,18,Education,Large,Remote,1,4,161822,Mid
Cloud Engineer,11,high school,18,Telecom,Medium,USA,0,4,178820,Senior
Business Analyst,4,diploma,15,Government,Medium,Canada,0,3,111902,Junior
DevOps Engineer,9,diploma,1,Telecom,Large,Sweden,,0,134638,Mid
AI Engineer,5,phd,11,Education,Large,Australia,1,4,179347,Junior
AI Engineer,7,high school,2,Media,Small,USA,,0,160383,Mid
Frontend Developer,16,diploma,10,Healthcare,Medium,Canada,0,5,162611,Senior
Data Scientist,13,high school,6,Technology,Small,USA,,1,146900,Senior
Business Analyst,1,high school,12,Education,Medium,Canada,0,3,88969,Fresher
DevOps Engineer,7,diploma,3,Media,Medium,Singapore,,1,117432,Mid
AI Engineer,2,bachelor,12,Education,Small,India,,2,87657,Fresher
Backend Developer,14,bachelor,14,Consulting,Startup,Remote,1,5,122030,Senior
Backend Developer,19,master,2,Finance,Enterprise,UK,1,1,217242,Senior
Frontend Developer,4,bachelor,17,Media,Medium,Canada,1,2,133370,Junior
Software Engineer,3,high school,13,Technology,Medium,USA,0,1,126814,Junior
AI Engineer,6,phd,13,Manufacturing,Enterprise,Netherlands,0,5,206205,Mid
Business Analyst,20,diploma,18,Telecom,Large,UK,,3,169996,Senior
Cybersecurity Analyst,4,diploma,15,Telecom,Enterprise,Sweden,,4,144978,Junior
Product Manager,17,bachelor,10,Technology,Large,UK,1,1,207916,Senior
Data Scientist,11,master,2,Retail,Startup,Canada,,4,153581,Senior
Machine Learning Engineer,6,bachelor,9,Consulting,Large,Germany,,0,151661,Mid
Product Manager,11,master,3,Education,Medium,Canada,0,3,176000,Senior
Cloud Engineer,20,phd,1,Media,Small,UK,1,1,192530,Senior
AI Engineer,20,diploma,1,Retail,Medium,Netherlands,,0,164050,Senior
Business Analyst,6,bachelor,18,Finance,Startup,Canada,0,3,109829,Mid
DevOps Engineer,4,diploma,18,Retail,Large,Germany,1,0,159155,Junior
Cloud Engineer,18,phd,8,Retail,Enterprise,Remote,0,3,216117,Senior
Machine Learning Engineer,19,high school,2,Retail,Startup,Germany,1,4,151158,Senior
Data Scientist,2,phd,2,Healthcare,Small,UK,1,0,132461,Fresher
Backend Developer,16,master,15,Retail,Large,Australia,0,0,158507,Senior
Cybersecurity Analyst,5,bachelor,5,Retail,Large,UK,1,3,151553,Junior
Cybersecurity Analyst,17,diploma,3,Consulting,Small,Australia,1,1,139087,Senior
Cybersecurity Analyst,17,phd,15,Finance,Enterprise,Germany,,2,223004,Senior
Frontend Developer,3,bachelor,12,Retail,Enterprise,USA,,0,151861,Junior
Data Analyst,6,high school,2,Finance,Medium,Netherlands,0,5,88025,Mid
Business Analyst,14,high school,16,Retail,Small,Germany,0,2,117166,Senior
DevOps Engineer,18,phd,3,Retail,Startup,UK,1,2,172779,Senior
AI Engineer,8,diploma,9,Healthcare,Small,Germany,0,4,153752,Mid
Cloud Engineer,0,phd,1,Media,Startup,Canada,0,2,136634,
Software Engineer,13,high school,19,Telecom,Enterprise,Netherlands,,1,155892,Senior
AI Engineer,17,high school,9,Manufacturing,Large,UK,0,2,194342,Senior
Cybersecurity Analyst,6,diploma,9,Technology,Enterprise,UK,,4,170116,Mid
Data Analyst,19,bachelor,10,Government,Medium,Canada,1,2,166889,Senior
AI Engineer,10,master,11,Consulting,Enterprise,Germany,1,3,228394,Mid
Business Analyst,16,phd,19,Telecom,Enterprise,USA,,0,223949,Senior
Cybersecurity Analyst,2,phd,6,Finance,Small,Germany,,4,144512,Fresher
Software Engineer,2,high school,4,Government,Small,Remote,,0,90286,Fresher
AI Engineer,5,bachelor,2,Telecom,Large,USA,0,5,209120,Junior
Business Analyst,14,bachelor,2,Finance,Startup,Germany,,0,108277,Senior
Cybersecurity Analyst,5,phd,11,Technology,Startup,UK,1,3,152050,Junior
Data Scientist,5,bachelor,16,Education,Small,Sweden,0,3,114760,Junior
Frontend Developer,10,phd,19,Technology,Medium,Remote,0,0,142425,Mid
Backend Developer,18,bachelor,16,Education,Large,Germany,,4,187485,Senior
Product Manager,20,bachelor,2,Healthcare,Large,India,0,0,122378,Senior
Cloud Engineer,10,phd,9,Government,Small,Netherlands,,5,156906,Mid
Software Engineer,18,master,3,Finance,Enterprise,Australia,1,5,190628,Senior
DevOps Engineer,10,diploma,1,Consulting,Enterprise,Singapore,,1,145332,Mid
Software Engineer,19,bachelor,11,Technology,Large,Singapore,,4,166856,Senior
Machine Learning Engineer,3,master,7,Government,Medium,USA,0,4,179327,Junior
Frontend Developer,17,master,1,Healthcare,Enterprise,USA,1,5,227098,Senior
DevOps Engineer,11,master,13,Telecom,Medium,USA,,2,198373,Senior
Product Manager,9,phd,8,Education,Startup,Germany,,3,160393,Mid
Data Analyst,9,high school,1,Consulting,Enterprise,USA,1,4,154904,Mid
AI Engineer,4,master,2,Finance,Large,India,1,4,126116,Junior
Machine Learning Engineer,19,master,8,Consulting,Large,Sweden,0,5,206034,Senior
Backend Developer,1,phd,11,Technology,Medium,India,,0,79922,Fresher
AI Engineer,15,bachelor,4,Education,Large,Remote,0,0,178217,Senior
Cybersecurity Analyst,15,phd,9,Finance,Startup,Germany,,1,154871,Senior
Cloud Engineer,19,phd,12,Finance,Large,Remote,1,2,197215,Senior
Software Engineer,18,high school,2,Telecom,Small,Germany,0,1,134339,Senior
Product Manager,2,bachelor,9,Consulting,Startup,Netherlands,1,1,118226,Fresher
Data Scientist,15,bachelor,11,Consulting,Medium,Singapore,,5,147106,Senior
Software Engineer,16,master,14,Healthcare,Startup,Sweden,1,2,137909,Senior
Frontend Developer,10,master,17,Telecom,Enterprise,USA,0,3,209502,Mid
Product Manager,7,master,16,Media,Startup,Remote,1,2,137514,Mid
Data Scientist,1,phd,12,Telecom,Startup,Canada,1,2,138430,Fresher
Frontend Developer,10,master,19,Technology,Large,Remote,1,4,159050,Mid
Data Scientist,3,phd,12,Consulting,Enterprise,USA,0,2,211767,Junior
Data Analyst,16,high school,19,Media,Small,UK,0,5,130237,Senior
AI Engineer,19,bachelor,11,Telecom,Medium,Remote,,5,181187,Senior
AI Engineer,8,bachelor,9,Finance,Enterprise,Sweden,,3,181888,Mid
Business Analyst,16,high school,3,Retail,Enterprise,Remote,,3,128656,Senior
Cybersecurity Analyst,19,phd,18,Manufacturing,Small,India,0,4,128738,Senior
Cloud Engineer,1,diploma,7,Government,Large,Germany,,1,121245,Fresher
Data Analyst,2,high school,19,Finance,Small,Netherlands,1,5,81276,Fresher
Software Engineer,20,high school,1,Retail,Small,Remote,1,0,122543,Senior
Backend Developer,8,master,5,Manufacturing,Large,UK,1,0,158963,Mid
Cybersecurity Analyst,4,bachelor,13,Consulting,Medium,Remote,0,0,117643,Junior
Cybersecurity Analyst,3,diploma,1,Manufacturing,Large,Germany,0,2,127862,Junior
Backend Developer,14,high school,3,Education,Enterprise,USA,0,2,193447,Senior
Machine Learning Engineer,2,diploma,18,Media,Enterprise,Sweden,1,1,164932,Fresher
Cloud Engineer,1,master,18,Consulting,Enterprise,USA,,0,195988,Fresher
Frontend Developer,14,diploma,7,Media,Enterprise,UK,1,1,172462,Senior
Business Analyst,6,phd,1,Consulting,Medium,UK,,2,122046,Mid
DevOps Engineer,11,diploma,3,Government,Small,Singapore,,5,122299,Senior
Frontend Developer,5,high school,6,Technology,Small,Germany,0,2,97197,Junior
Machine Learning Engineer,3,bachelor,16,Technology,Enterprise,Sweden,0,1,159090,Junior
Backend Developer,19,high school,11,Finance,Small,Australia,1,2,133631,Senior
Business Analyst,19,bachelor,10,Healthcare,Startup,USA,,5,149916,Senior
Software Engineer,16,phd,17,Technology,Small,UK,,0,183827,Senior
Frontend Developer,2,master,6,Manufacturing,Enterprise,India,,0,92150,Fresher
Data Analyst,16,diploma,2,Finance,Small,Singapore,1,2,118341,Senior
Data Analyst,10,master,4,Technology,Enterprise,Netherlands,0,2,136821,Mid
Cloud Engineer,10,bachelor,4,Education,Small,UK,,0,134883,Mid
Business Analyst,16,diploma,13,Government,Large,Sweden,,2,133824,Senior
AI Engineer,4,phd,6,Media,Startup,Remote,,0,131770,Junior
Data Analyst,2,diploma,9,Education,Small,Sweden,1,3,89954,Fresher
Data Scientist,0,bachelor,19,Technology,Large,Remote,0,5,126673,
Frontend Developer,8,diploma,16,Finance,Large,India,,2,88967,Mid
Business Analyst,16,phd,3,Telecom,Medium,Australia,,3,136925,Senior
Business Analyst,8,phd,2,Media,Medium,USA,1,2,155568,Mid
Cloud Engineer,2,bachelor,12,Manufacturing,Enterprise,Netherlands,,1,136898,Fresher
Cloud Engineer,7,high school,17,Technology,Medium,Australia,1,0,125003,Mid
Data Scientist,15,high school,4,Telecom,Enterprise,Netherlands,0,2,158931,Senior
Backend Developer,20,master,12,Finance,Large,Germany,1,1,208093,Senior
AI Engineer,3,high school,14,Consulting,Enterprise,Australia,1,0,158251,Junior
Data Scientist,20,phd,7,Finance,Medium,Remote,0,4,179684,Senior
DevOps Engineer,5,bachelor,16,Healthcare,Enterprise,Remote,1,5,158017,Junior
Product Manager,8,bachelor,16,Technology,Large,Singapore,0,4,157669,Mid
Frontend Developer,2,master,19,Telecom,Enterprise,Singapore,0,2,136321,Fresher
Software Engineer,14,master,17,Consulting,Startup,Canada,0,4,168339,Senior
Machine Learning Engineer,10,master,13,Healthcare,Small,Australia,0,4,157750,Mid
Business Analyst,3,high school,9,Finance,Medium,USA,0,0,94194,Junior
Software Engineer,16,high school,9,Education,Large,India,1,3,102295,Senior
Frontend Developer,10,phd,4,Retail,Large,Netherlands,0,0,143507,Mid
Data Analyst,19,phd,1,Consulting,Small,UK,0,5,168979,Senior
Machine Learning Engineer,14,high school,19,Manufacturing,Startup,India,,2,94794,Senior
Cybersecurity Analyst,12,master,17,Finance,Startup,Netherlands,,3,139477,Senior
AI Engineer,9,bachelor,19,Healthcare,Large,Canada,,1,203804,Mid
Business Analyst,9,high school,2,Education,Medium,Remote,,5,90124,Mid
Data Analyst,10,bachelor,14,Telecom,Startup,India,0,4,70843,Mid
DevOps Engineer,20,high school,3,Education,Medium,Remote,0,2,142734,Senior
Machine Learning Engineer,16,bachelor,6,Healthcare,Large,Australia,1,2,178742,Senior
AI Engineer,19,high school,15,Technology,Startup,Singapore,1,0,160263,Senior
Business Analyst,14,master,7,Telecom,Large,USA,,1,182188,Senior
AI Engineer,19,bachelor,11,Media,Large,Canada,1,1,238060,Senior
Data Analyst,11,phd,17,Retail,Enterprise,Netherlands,1,2,158271,Senior
Backend Developer,1,high school,7,Telecom,Small,UK,0,1,94368,Fresher
Cybersecurity Analyst,12,phd,16,Consulting,Large,Germany,,1,193228,Senior
Cloud Engineer,15,high school,11,Government,Large,Netherlands,0,4,160715,Senior
Backend Developer,6,bachelor,17,Education,Large,USA,0,5,178144,Mid
Business Analyst,13,bachelor,12,Manufacturing,Enterprise,Netherlands,1,5,142765,Senior
DevOps Engineer,0,master,1,Finance,Enterprise,Sweden,0,0,123122,
Software Engineer,11,diploma,6,Media,Large,Sweden,1,0,134010,Senior
Backend Developer,13,phd,9,Education,Medium,Australia,0,0,131294,Senior
AI Engineer,10,bachelor,10,Media,Enterprise,Remote,1,0,194186,Mid
Cloud Engineer,4,master,17,Technology,Medium,Germany,,5,154752,Junior
Cloud Engineer,4,high school,7,Education,Enterprise,UK,,4,164858,Junior
Cloud Engineer,3,diploma,10,Healthcare,Small,Netherlands,1,1,114289,Junior
Cloud Engineer,8,high school,5,Education,Large,UK,1,3,151485,Mid
DevOps Engineer,6,diploma,13,Retail,Large,UK,1,0,153635,Mid
Data Scientist,19,master,13,Government,Startup,Canada,1,4,192075,Senior
DevOps Engineer,12,master,17,Finance,Enterprise,Germany,,5,204624,Senior
Product Manager,16,diploma,9,Education,Large,Remote,0,3,163377,Senior
AI Engineer,5,bachelor,19,Retail,Medium,Sweden,0,1,156856,Junior
Business Analyst,15,phd,12,Manufacturing,Startup,India,1,5,88597,Senior
Data Scientist,4,bachelor,17,Media,Startup,USA,0,5,151111,Junior
Backend Developer,11,master,12,Manufacturing,Medium,Australia,1,5,147320,Senior
Data Analyst,14,phd,3,Technology,Startup,Australia,0,3,112330,Senior
Data Analyst,14,phd,19,Finance,Enterprise,USA,0,1,226427,Senior
Data Scientist,2,high school,15,Consulting,Small,Germany,,5,121740,Fresher
Frontend Developer,3,phd,9,Consulting,Large,Singapore,,3,133956,Junior
Data Analyst,18,high school,3,Education,Enterprise,Singapore,1,2,141726,Senior
AI Engineer,7,master,14,Media,Medium,Sweden,1,5,180212,Mid
DevOps Engineer,8,phd,13,Healthcare,Medium,Singapore,,3,160484,Mid
Data Analyst,20,bachelor,14,Technology,Small,Germany,,0,133034,Senior
Software Engineer,14,phd,2,Government,Startup,Germany,,2,140587,Senior
Cybersecurity Analyst,13,phd,6,Healthcare,Medium,UK,,0,184247,Senior
AI Engineer,20,master,11,Technology,Large,India,0,3,147972,Senior
Business Analyst,3,master,7,Healthcare,Medium,Australia,0,3,96840,Junior
Cloud Engineer,2,bachelor,5,Technology,Medium,Remote,1,5,122055,Fresher
Cloud Engineer,5,master,15,Finance,Large,Australia,1,1,154572,Junior
Data Analyst,15,phd,9,Technology,Enterprise,Australia,,2,162055,Senior
Machine Learning Engineer,12,master,2,Government,Small,Netherlands,,4,149962,Senior
Product Manager,19,diploma,2,Finance,Enterprise,Australia,,5,187699,Senior
DevOps Engineer,5,master,3,Manufacturing,Startup,Sweden,1,1,114551,Junior
Cybersecurity Analyst,9,phd,12,Government,Startup,Germany,0,1,153200,Mid
Business Analyst,11,bachelor,14,Healthcare,Startup,UK,1,5,122135,Senior
Machine Learning Engineer,2,high school,13,Manufacturing,Small,Germany,0,2,128746,Fresher
DevOps Engineer,12,phd,19,Finance,Small,Remote,1,3,153235,Senior
Product Manager,18,master,4,Technology,Small,Germany,0,1,168647,Senior
AI Engineer,16,diploma,9,Manufacturing,Enterprise,Germany,,5,224673,Senior
Cloud Engineer,3,phd,5,Telecom,Large,India,1,0,104600,Junior
AI Engineer,1,phd,11,Government,Medium,Canada,1,4,187578,Fresher
Frontend Developer,15,master,14,Consulting,Small,Canada,,5,177082,Senior
